129,177
126,162
129,175
128,165
127,177
171,173
152,166
146,166
135,175
128,177
124,170
126,178
160,174
125,179
139,175
132,175
172,163
126,179
143,175
124,180
170,174
123,181
125,179
135,176
130,177
173,172
132,166
131,178
165,175
170,175
144,176
153,153
130,179
170,149
169,175
171,176
143,177
139,174
153,167
145,175
125,181
168,176
169,177
169,150
142,177
168,178
144,167
171,176
173,162
168,179
167,166
125,178
146,176
152,168
146,177
159,173
122,180
167,180
161,175
160,175
140,150
166,180
147,177
129,179
128,180
148,178
162,157
123,171
125,163
139,167
165,179
126,177
123,182
174,170
123,183
122,184
148,179
124,182
162,168
172,177
128,180
140,177
154,157
130,180
142,178
149,177
142,165
149,179
172,178
171,179
142,179
170,180
150,179
174,163
165,181
149,179
166,182
136,177
141,179
124,183
124,177
171,175
143,178
164,182
141,180
145,174
127,161
151,180
121,184
152,180
147,145
142,181
146,164
153,180
163,183
164,170
164,184
154,180
147,180
137,170
163,184
162,185
131,181
140,178
151,181
162,182
175,171
173,179
135,178
120,185
124,163
167,183
122,185
154,181
155,181
121,179
169,154
122,184
168,184
140,181
170,154
152,181
124,167
119,184
166,146
176,170
143,181
118,184
124,184
151,182
156,182
132,181
174,164
151,183
118,185
169,185
133,182
160,154
169,185
168,186
152,184
171,150
146,181
174,179
173,168
167,186
126,182
173,180
122,171
151,184
166,187
151,151
161,186
136,179
139,151
174,180
120,178
170,186
172,150
127,181
137,178
171,187
163,185
134,182
140,182
139,181
172,188
150,185
174,172
173,150
149,185
134,182
174,178
171,148
139,182
130,181
123,186
169,187
167,145
174,150
175,149
127,182
164,173
177,169
132,182
154,154
175,164
174,180
157,183
131,183
122,170
134,182
172,189
141,183
160,186
127,175
173,190
119,186
128,183
143,182
119,178
159,186
178,168
161,187
175,151
179,167
162,186
171,190
144,183
132,184
179,169
170,191
129,183
149,186
176,148
148,186
171,191
169,191
141,175
149,187
171,155
117,186
152,185
168,192
175,179
138,166
133,185
134,186
118,179
135,187
118,177
133,174
136,186
160,188
161,187
134,187
167,157
124,185
173,161
122,187
153,186
175,169
155,157
148,188
161,189
119,187
144,184
180,168
116,187
115,187
124,187
147,189
176,180
143,185
161,174
176,147
167,191
129,184
124,184
123,188
159,189
168,193
181,167
182,166
148,190
149,191
168,193
166,192
118,176
116,188
174,189
125,188
167,159
176,178
171,192
151,169
181,167
147,166
154,187
150,192
166,147
139,183
136,187
146,144
177,177
171,192
167,194
148,151
175,188
130,179
173,180
122,182
119,188
119,177
167,194
177,147
134,188
172,193
159,190
151,191
165,193
176,189
171,194
168,171
168,195
149,192
137,187
122,189
115,189
116,190
177,189
179,170
148,156
124,162
173,192
125,189
182,165
163,167
117,176
180,171
126,188
127,189
149,193
175,152
117,191
114,186
177,177
126,190
113,187
137,188
127,191
172,195
138,187
114,190
113,191
153,188
128,192
146,190
129,191
123,190
135,189
178,190
176,146
164,194
165,146
143,175
172,196
163,195
134,171
116,177
115,176
174,191
178,177
172,196
151,193
172,196
161,185
165,148
151,166
113,192
115,191
162,195
177,149
130,191
124,182
156,161
145,190
131,185
179,191
139,188
146,143
180,192
150,194
148,192
116,192
162,196
145,191
155,187
117,191
139,189
129,191
150,194
178,192
173,197
168,169
168,196
174,196
118,191
131,192
136,189
132,193
167,197
128,193
144,192
112,191
161,194
150,147
173,198
181,171
173,199
129,194
153,159
170,151
174,198
174,200
145,144
124,191
130,193
175,201
129,194
152,192
151,193
111,192
151,195
143,193
179,189
181,172
146,142
135,175
176,200
180,189
115,193
116,194
182,170
118,179
112,186
164,196
139,152
149,195
135,189
140,190
128,195
123,192
133,192
181,192
111,186
148,196
148,177
183,164
110,193
177,145
182,173
144,189
140,169
135,190
147,196
169,195
139,191
109,194
177,193
175,197
119,189
130,195
141,176
147,196
167,159
112,188
183,174
175,202
176,203
172,198
152,196
153,193
119,190
177,202
130,196
159,175
129,197
124,193
110,195
124,194
173,171
153,197
182,175
158,175
141,155
109,195
177,203
128,197
110,196
174,203
169,181
127,198
148,196
114,175
146,197
138,153
161,197
167,198
181,176
173,204
130,174
109,197
110,191
183,166
181,192
141,149
168,156
163,185
114,194
131,197
155,187
133,194
145,198
108,193
168,172
138,191
154,198
177,181
168,199
176,197
159,191
174,203
108,198
145,199
107,198
177,200
123,166
172,204
126,198
174,164
184,175
152,153
160,196
117,195
108,198
107,192
167,200
109,199
106,198
111,194
106,193
160,197
114,195
174,204
178,204
153,198
161,198
169,198
174,205
172,154
184,164
154,198
110,199
169,188
125,197
126,199
130,198
134,193
179,178
126,200
165,197
145,200
106,199
152,199
106,194
150,188
125,201
148,165
172,205
130,199
155,199
164,155
168,144
130,200
173,206
123,195
180,192
146,174
138,154
164,198
146,199
161,181
153,189
181,188
172,207
185,176
122,196
126,201
130,201
162,199
148,180
114,196
171,205
146,201
140,152
147,202
151,178
178,199
132,198
135,166
130,162
125,170
184,166
133,197
179,205
134,198
148,202
105,200
139,150
110,193
111,200
172,155
105,195
155,200
125,161
149,201
142,194
130,202
147,203
112,199
106,201
146,203
153,168
104,195
173,156
154,190
180,192
147,204
180,204
145,204
115,190
175,206
181,205
113,196
129,203
105,201
121,197
174,207
132,199
150,200
160,198
175,148
115,197
113,200
105,193
148,204
182,177
125,202
180,192
178,145
121,197
133,185
175,145
184,173
113,193
158,184
181,206
124,202
105,202
182,188
178,192
172,160
154,153
155,191
112,192
175,208
156,198
183,189
186,175
187,175
177,170
185,165
117,177
139,190
114,198
179,146
175,208
106,203
125,160
144,205
176,181
123,161
143,205
110,200
149,205
166,201
143,166
104,203
157,199
180,147
126,203
180,173
126,203
103,195
172,181
124,178
179,200
146,176
152,179
120,176
188,175
189,176
184,189
102,195
101,195
183,188
111,201
189,174
152,200
164,146
150,205
171,207
133,165
158,198
190,177
100,196
161,200
185,189
186,166
129,204
182,205
142,204
